REVIEWER,REVIEW_DATE,REVIEW_DURATION,REVIEW,1 NAME,RATING,NO OF STARS,PRICE,AMENITY 1,AMENITY 2,AMENITY 3,AMENITY 4,HNO
Chongtham Ramendrajit Singh,05-May,2 months ago on,Comfortable stay at this 1. Thanks!!,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Aman Srivastava,01-May,5 months ago on,Cockroaches everywhere. Dirty washrooms. No room service.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Bimal Shivaji,04-May,2 years ago on,The 1 is generally good. Bathrooms can be a loy more cleaner. Serving of breakfast also needs a lot more to ve done. Rooms are good. A ketyle to make tea or coffee is desirable. A small refrigerator to keep a bottles of water can make it better. Overall it is a good place to stay if you come to SRM university.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
aravind ramos,05-May,a month ago on,Very very happy clean and neat service very good,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Bangaru Bangaru,05-May,4 months ago on,Excellent 👍 Super Room Feceliti Very Nice …,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Anilkumar,05-May,7 months ago on,Excellent service cleaning food staff is very cooperative recommend to everyone once visit here and feel experience,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Deepanraj Natarajan,01-May,4 years ago on,"Very unprofessional People at the Reception area, I confirmed my stay as walk in reservation the previous night by calling through phone before I boarded a bus to MM Nagar from Coimbatore but when I reached there early morning by 5am, there …","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Vishal,03-May,2 years ago on,"Room was pretty clean and the staffs were polite. Mr.Kathir took a good care round the clock. My suggestions are, please keep the necessary things alot more like other 1 rooms and please please keep a room freshener.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Renu Priya,05-May,5 months ago on,Very nice room and Clean . Bathroom is very nice,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
kaushal,04-May,5 months ago on,1 and rooms are clean staff is good and coprative,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Dithesh Kumar,01-May,a year ago on,Worst service. Receptionist so rude. Worst room facilities. Totally money waste. On the same bill we'll get a good star 1.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
ravi thakur,04-May,a year ago on,Nice place to stay in Maraimalai nagar Chennai. If someone is looking for a 1 to stay for work in FORD industrial area then it is the best nearest 1. As Bakya slot is located on road it is easy to get public transport from here.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
vinod kumar,04-May,4 years ago on,"Awesome , most ppl were couples . It's on highway but this locality is a day to day common Chennai residential area , you can get anything around here. Rooms are neat n comfy , view from roof is great. A little downside in breakfast .","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Vigneshwaran Sukumar,02-May,4 years ago on,"This is my 3rd time at Oyo townhouse 156.

In the first visit property was brand-new. Rooms and blankets where super clean. …","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
vignesh sr,02-May,a week ago on,Not upto Level Rate Card wise,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Chandra Gupta,01-May,a year ago on,"Worst experience only idli breakfast... For idly also need to wait.... Pasta available but not to eat only for look's,....Worst tiffens worst experiance... No coffee no tea....room's check in 12.00pm if we come before 12pm no waiting room's …","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
dheepak kumaran,05-May,2 years ago on,Excellent customer service... Had a great time in roof top.. though roof top was not fully functional - they served us in rooftop which i appreciate.. I would recommend this 1 …,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Ratnakumar,04-May,7 months ago on,"Limited emenities , breakfast just OK, no information How to Dail to reception from room, toilets to be cleaned properly","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Harsh Prasad,05-May,4 years ago on,Couple friendly rooms near SRM University. Very cleaned rooms and friendly staffs. You can't order food from outside but you can definitely order food from the same 1. Budget friendly and good but quite small rooms. Clean toilets.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Junaid Bhat,01-May,3 years ago on,"Smelly rooms, dirty bedsheets and pillows. Big tree partially blocking the parking resulted in scratching of my car. One staff at reception was really rude. He shut loud the drawer when I returned my keys telling room was smelly. Really bad experience.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
vijay S,05-May,2 years ago on,This is my 2nd visit to bakya slot with family members. rooms are clean and neat. But room freshner is not available in the room. We come late night at 1pm we want to order food but not available. Reception person kathir order food in zomato. A well service by him..,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
A. Dhaiveekh,04-May,6 months ago on,Clean and hygienic but expensive considering the service and facilities.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
GANESH v,05-May,a week ago on,Break fast and service good 👍 …,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
vikas srivastava,05-May,4 months ago on,Best place to stay but book online,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Jaison Varghese,03-May,4 years ago on,"Stayed in this 1 for almost 1 mnth.
Rooms are clean
But i didint like the way they treat customers. They prefer mostly couples.. …","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Sathya Rajashekar,05-May,2 years ago on,"I stayed here for the offical meeting purposes for 2 & half days with my office employee best price rate for AC rooms , good room services on time friendly environment from the receptionist I would like to give 4.5 star thanks suhi and rest …","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
RAJESH VARMA,02-May,2 years ago on,"I had booked a room for one night and stayed there on 19th September 2021. Rooms are good but TV was not working. After continuous chasing to reception, it got started after 3-4 hours. Restaurant is horrible. I have ordered one tea, which …","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Adarsh,05-May,2 months ago on,nice room and clean washroom,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Suresh Karan,04-May,2 years ago on,"Overall a best place to stay... Food are tasty and Rooms are clean... Especially thanks to Frontofficer Kathir was very polite and attentive... Only drawback is the price, it's expensive but okay...","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Ravinder Arjunan (Ravi),01-May,4 months ago on,"Breakfast to be improved
No plates
No tea cups","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Shantharam Someswaran,05-May,7 months ago on,Near to station. Surrounded by restaurants. Good service and neat rooms,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
susmita Mahanta,04-May,3 months ago on,Breakfast options can be more as per the charges,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
218053 MOHANRAJ P,05-May,8 months ago on,Good value for money option.  There is scope for further improvements in walls and toilets.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Pankaj Ranawat,02-May,3 years ago on,Service is bad. Nobody takes you till the room at the time of check-in. When I stayed midnight 1.45 somebody knocking and banging the door and continuously ringing the bell because he was not able to trace his room. Also breakfast served late after 8.15 or 8.30 in the morning.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Arunraj B,03-May,4 years ago on,"Spacious  rooms for family and individuals...
Good water facilities..only suggestion is to have room fresheners inside the room as room has some odour since it is kept closed...parking also available...three star only because of odor inside room","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
RAGHAVENDRA S,01-May,8 months ago on,Don'tek any driver this 1 is not allowed  sit in tha 1  location management not to allow  entry,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Yogesh Khurana,03-May,10 months ago on,Good 1 in lesser budget. Staff is polite,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Lone Ranger,05-May,4 years ago on,They stay is nice.. Clean and comfortable.. Location is by the highway as well.. Good service and personnel. Food quality can be improved a bit,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Rsvelu 6233,05-May,6 months ago on,"VERY GOOD NICE PLACE, R. NO -203 8.16 PM RECEPTION STAFF , ALL STAFF VERY GOOD","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Sakthi Vel,01-May,3 years ago on,"Too much cost. Rooms are clean .. Bedsheets and towel not clean..
Morning food is bad.
Good and kind staffs..
Outside food not allowed here.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Karan Gojaria,05-May,3 years ago on,"10 days I stayed in this 1 ...... All staff are very friendly . And service are too good ...
Specially thanks for jakir husain for better served his duty to me....👍 …","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
vishnu premnath,05-May,4 years ago on,"Neat and clean rooms.
Good service and friendly staff.
Food was also kind of good.
Overall had a good and pleasant stay.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Aditya Tatineni,05-May,4 years ago on,The staff is very polite. The room was great and the 1 was very well maintained . It's at a walkable distance from mm nagar local train station.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Vikas P Morje,03-May,a year ago on,The 1 does not arrange airport drop and pick up services. It does not have any local taxi tie up too.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Abhigyan Harsha,05-May,4 years ago on,"Great facilities, ambience and rooms. OYO townhall is definitely one of the best premium 1 available. Would recommend everyone to get here if you are nearby.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
babu krishnan,05-May,a month ago on,Hot water Issue only,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Dineshkumar Ramarao,05-May,2 years ago on,"Very good place to stay for business people. Good transport connectivity. Free breakfast, WiFi. Overall good one.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Bharatvaj J,02-May,a month ago on,It's not a pleasant experience,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Balraj Muthukrishnan,05-May,a year ago on,"The location is very strathegically placed. Sudhsrsanam, GM is a friendly person and any complaints are attended immediately.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
rohith s Gowda,05-May,a year ago on,Room were neat and clean. Room service used to take little time to respond.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Harendra Srivastava,02-May,3 years ago on,The room size is very small.Bathroom fittings were in poor condition.Restaurent is in closed condition but on webpage it is shown as a feature .Very limited items in room service.No provision for tea either in room or through room …,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Sunita Kumari,05-May,3 years ago on,"Nice 1 and nice food, also 1 staff having good behaviour, specially thanks to JAKIR HUSSAIN. for supporting and polite behavour.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Sasikumar Rajamanickam,01-May,a year ago on,An average 1 with no basic amenities like toiletries and needs more cleanliness…,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
LEELAKRISHNA T,04-May,3 months ago on,Service is too bad and maintenance is worst,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
sivakumar rangaraju Harshini Traders,03-May,2 years ago on,Hot water missing due to solar..... Other service are good..... Moderate rate.... Reasonable..... Safe to stay,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Md. Noor,05-May,a month ago on,Very good,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Gopichand Thangavel,05-May,4 years ago on,"Really a superb place to stay...
Easy to identify as located just opposite to maraimalai nagar station...
Matress is really comfortable and the ambiance of the room Ila also super...","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Karthikeyan Raja,05-May,a week ago on,Food excellent👍👍👍 very good👍👍👍 …,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
vj,03-May,8 months ago on,"need some hygiene over there, messy blankets and washroom needs to be cleaned daily basis.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
VMM Happy,05-May,7 months ago on,"Neat and clean rooms, location is very convenient 😃 …","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Gowtham Srinivasan,05-May,4 years ago on,"Very nice room, neat and it was more than what I expected at that rate..... Complimentary breakfast was limited in quantity which was not an issue in my opinion","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Pavithra Saravanan,05-May,a year ago on,1 was really neat and good maintaining .it is best for small function of average 200 people.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Harsha Pandraveti,05-May,4 years ago on,"Best place to stay, food is good, service is good,not too costly,worth for 💰 money👍👌 …","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Saairupesh choudary Inturi,05-May,10 months ago on,"hospitality is so good, all staff are polite, and nice stay","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Manne Choudary,04-May,a month ago on,It's worth the money.,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Ranjith Kumar,05-May,2 years ago on,"Very Good enjoyed the service

Specially jaheer Husain the room boy smart in room management cleaning and respond","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Sankaralingam T,04-May,3 months ago on,Budget friendly accomodation,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Arindam,02-May,a year ago on,"Stayed there for 3 nights. No replacement of linen and towels on regular basis. Unless call upon, there was no daily room service.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
VIJAY,05-May,a year ago on,"Reception is very helpful,  did not face any problem here. if you speak they will understand your problem and get resolution also.. immideadlty","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
bala guru,05-May,3 years ago on,"I have been twice here.  Both time they make me comfortable and feel like homely. Breakfast, lunch and  dinner also available here.💐💐 …","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Amirthaa Raja vinayagam,05-May,2 months ago on,Very peaceful environment,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Hemant Ghadge,05-May,4 weeks ago on,ROOM VERY GOOD NICE 👍👍👍🙂🙂🙂 …,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
gowthami senthil,05-May,7 months ago on,"Nice place,, rooms are neat and Clean","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Mario Havan,05-May,4 weeks ago on,I feel good experience,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
god’s own Kerala,01-May,a year ago on,"Dust inside room, bathroom also not cleaning, bathroom towels not in side toilet, price also high very bad","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Amit Shalom,05-May,2 years ago on,Best for its price.... 24x7 hot water + wifi and the complementary breakfast at the roof top restaurant made my day....😃😃 …,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Rajesh Pattipati,05-May,3 years ago on,"Good Rooms, Inhouse Rooftop Restaurant - Excellence in Hospitality, Variety of foods and Great Taste and service. InRoom Dining.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
subash,05-May,7 months ago on,Good 1 with facilities for family stay,"1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Dinesh Kumar,03-May,a year ago on,"Not so good and not suitable for north indians. No food service,no tea service or available.","1 Bakya Slot - Rooms & Party Halls, Maraimalai Nagar",4.1,1,2215,Free breakfast,Free Wi-Fi,Air-conditioned,Breakfast,12
Jeffy jacob,05-May,3 days ago on,The staff was very courteous and friendly. The cleanliness of the 1 was amazing.Mubin was very helpful and always with a smile.on her face. Overall amazing experience. The breakfast spread is wonderful and the rooms are bigger than …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Brielle Spicer,05-May,a week ago on,"The customer service was outstanding, especially from the pool/bar staff. The room was extremely clean and comfortable. The pool and gym are well-maintained and spotlessly clean. We were also allowed to check in early which was a huge …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Guru Moorthy,05-May,a week ago on,"I enjoyed a lovely dinner with my family, with a pleasant atmosphere, delicious food, and fantastic hospitality. Sai who is a staff there checked in regularly to ensure everything was alright and provided great assistance throughout our two-hour stay. It was a wonderful Saturday night experience overall!",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
vivek m,04-May,3 weeks ago on,"Good 1 with very friendly staff right from lobby to restaurant, I went for a staycation with my family on 26 Jan 2024. They have separate smoking and non smoking rooms and that's really good. |I had booked dinner also during this stay …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Hussain Musaddeque,05-May,4 days ago on,"One of the best 1 around Sipcot.
My room was nice and clean. Food was great too. Laundry service always on time.
Staff is very kind. During my stay I appreciated everyone I talked too, especially Mubin at the restaurant who is very attentive and professional.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Indu Ramanathan,01-May,a month ago on,The food and room service sucks. Expect at least an hour for your food to be delivered. Very oily food… looks like it was bought from a road side stall. Not expected this quality from a 5 star. The 1 is in a confused location where you …,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Kumaar A,04-May,a month ago on,This is one of the finest places in Chennai  suburbs to go when you want to relax.|The restaurant is spacious with well stocked beverages and a great spread of food. |The crew is very courteous and kind. Never to miss their home made fresh pizzas with the topping of fresh herbs.,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Raja K.S,04-May,a month ago on,"A Promising Experience with a Rain-Checked Team Lunch

I recently visited this 1 to inquire about hosting a team lunch. The …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Vanisri Sathiyanarayanan,05-May,2 months ago on,"Awesome food, quite a widespread of varieties of South Indian and western delicacies. Excellent ambience by the staff here at food Hall, especially Ms.Lalitha. 3 stars to the service, since room service took 2 hours to deliver the food that …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Sunil John,05-May,3 weeks ago on,Stayed here on a vacation to Mahabalipuram. Had a great stay. The pool was very inviting and the rooms were clean and comfortable. The staff was super helpful especially Mr. Somashekar in the restaurant. Reception could use some improvement but overall we had a great experience.,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
zulfa sadiq,05-May,a month ago on,"1 Novotel Sipcot exceeded all expectations with its impeccable service, luxurious accommodations, and attention to detail. From the moment we arrived, the staff's professionalism and warmth created a memorable experience. Ms.Priya’s …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Mohammad Faisal,05-May,4 days ago on,Mubin is very smiles and help full girls.She makes our stays comfortable and joyful. Strat with good breakfast service with happy faces is awesome she is very hardworking girl. All the best for her future !!!!,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Thorsten Schulte,05-May,a week ago on,"I stayed at the Novotel Sipcot for 6 days and have thoroughly enjoyed my stay. The facilities are excellent and staff is simply wonderful, efficient and competent, warm and friendly. I particularly enjoyed the outstanding service by the …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Nilesh D,04-May,a month ago on,Breakfast spread is very good and chef and teams efforts appreciated. Serving staff were very prompt to your order. Only room AC 's temprature suddenly went hot in the night. Without any manual setting by     us. Overall stay pleasant,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
abhilasha,04-May,2 months ago on,"Room was nice and clean. If the 1 lacks anything ,the staff makes up for it with their excellent hospitality, specially at the Restuarant . Warm, welcoming & courteous staff. Housekeeping staff was disturbing, ringing bells without …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Inspire64808555258,04-May,a month ago on,"Good services and excellent accommodation and good hospitality by Ms Priya, Ms Deepa and Sangita all are very helpful during our stay food room ,pool side area is amazing . In the 1 yesterday night gala dinner was really good. We would love to come back again.",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Vijaykumar Chinnamuthu,04-May,2 weeks ago on,Very nice location.  Morning breakfast and services are awesome.  Thank you Mubin for your wonderful services. You helped me to taste all our village foods. Overall it was an very pleasant stay in your 1.,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Ajayprakash,2.5/5,a week ago on,"Includes all amenities for a 4 Star 1.
Nice Room decorations for Birthday Celebration, thanks for that wonderful decorations. …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Ritty Mercy,05-May,3 months ago on,I had family dinner last night. I had a wonderful experience as usual. Ms. Mubin’s service was really good and welcoming. I had ordered white sauce pasta for my kid and it was very yummy and we had repeated the order. I’ve visited this place more than 10 times and I always love their service and will definitely recommend this place.,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
mihir vora,05-May,3 days ago on,"I stayed here for a night, very good property and the dinning was pretty good, nice taste and a good value for money. …",Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
Sasi Kumar,05-May,4 weeks ago on,Overall experience was pleasant. Room was very neat n clean. Buffet filled with many varieties. Since i gone for south indian combo taste of food was fine. Service of the staffs very fine too especially Ma.Sakun who attended me at buffet...,Novotel Chennai Sipcot,4.7,5,5724,Pool,Spa,Free parking,Free Wi-Fi,13
